"year","yearType","zone","age","gender","cause","measure","value"
"2002","Mid-Previous To Mid-Specified Year","S01001964","All","Female","All","Count",0
"2005","Calendar Year","S01001964","All","Female","All","Count",3
"2007","Mid-Previous To Mid-Specified Year","S01001964","All","Female","All","Count",2
"2008","Calendar Year","S01001964","All","Female","All","Count",1
"2003","Mid-Previous To Mid-Specified Year","S01001964","All","Female","All","Count",0
"2013","Mid-Previous To Mid-Specified Year","S01001964","All","Female","All","Count",0
"2011","Calendar Year","S01001964","All","Female","All","Count",0
"2007","Mid-Previous To Mid-Specified Year","S01001965","All","All","All","Count",16
"2013","Mid-Previous To Mid-Specified Year","S01001965","All","All","All","Count",9
"2001","Calendar Year","S01001965","All","All","All","Count",14
"2008","Calendar Year","S01001965","All","All","All","Count",18
"2003","Mid-Previous To Mid-Specified Year","S01001965","All","All","All","Count",20
"2010","Calendar Year","S01001965","All","All","All","Count",14
"2002","Mid-Previous To Mid-Specified Year","S01001965","All","All","All","Count",16
"2008","Mid-Previous To Mid-Specified Year","S01001965","All","All","All","Count",15
"2004","Calendar Year","S01001965","All","All","All","Count",14
"2006","Mid-Previous To Mid-Specified Year","S01001965","All","All","All","Count",9
"2002","Calendar Year","S01001965","All","All","All","Count",17
"2014","Mid-Previous To Mid-Specified Year","S01001965","All","All","All","Count",7
"2013","Calendar Year","S01001965","All","All","All","Count",9
"2004","Mid-Previous To Mid-Specified Year","S01001965","All","All","All","Count",10
"2009","Mid-Previous To Mid-Specified Year","S01001965","All","All","All","Count",15
"2007","Calendar Year","S01001965","All","All","All","Count",12
"2012","Calendar Year","S01001965","All","All","All","Count",7
"2010","Mid-Previous To Mid-Specified Year","S01001965","All","All","All","Count",8
"2005","Mid-Previous To Mid-Specified Year","S01001965","All","All","All","Count",15
"2009","Calendar Year","S01001965","All","All","All","Count",7
"2011","Calendar Year","S01001965","All","All","All","Count",9
"2011","Mid-Previous To Mid-Specified Year","S01001965","All","All","All","Count",16
"2003","Calendar Year","S01001965","All","All","All","Count",16
"2006","Calendar Year","S01001965","All","All","All","Count",16
"2012","Mid-Previous To Mid-Specified Year","S01001965","All","All","All","Count",6
"2005","Calendar Year","S01001965","All","All","All","Count",14
"2004","Mid-Previous To Mid-Specified Year","S01001965","All","Male","All","Count",6
"2005","Mid-Previous To Mid-Specified Year","S01001965","All","Male","All","Count",8
"2006","Mid-Previous To Mid-Specified Year","S01001965","All","Male","All","Count",6
"2007","Mid-Previous To Mid-Specified Year","S01001965","All","Male","All","Count",10
"2008","Mid-Previous To Mid-Specified Year","S01001965","All","Male","All","Count",11
"2009","Mid-Previous To Mid-Specified Year","S01001965","All","Male","All","Count",4
"2010","Mid-Previous To Mid-Specified Year","S01001965","All","Male","All","Count",5
"2011","Mid-Previous To Mid-Specified Year","S01001965","All","Male","All","Count",6
"2012","Mid-Previous To Mid-Specified Year","S01001965","All","Male","All","Count",4
"2013","Mid-Previous To Mid-Specified Year","S01001965","All","Male","All","Count",3
"2003","Mid-Previous To Mid-Specified Year","S01001965","All","Male","All","Count",7
"2002","Mid-Previous To Mid-Specified Year","S01001965","All","Male","All","Count",10
"2001","Mid-Previous To Mid-Specified Year","S01001965","All","Male","All","Count",11
"2014","Mid-Previous To Mid-Specified Year","S01001965","All","Male","All","Count",3
"2004","Calendar Year","S01001965","All","Male","All","Count",8
"2010","Calendar Year","S01001965","All","Male","All","Count",7
"2005","Calendar Year","S01001965","All","Male","All","Count",7
"2011","Calendar Year","S01001965","All","Male","All","Count",4
"2002","Calendar Year","S01001965","All","Male","All","Count",10
"2006","Calendar Year","S01001965","All","Male","All","Count",12
"2003","Calendar Year","S01001965","All","Male","All","Count",5
"2007","Calendar Year","S01001965","All","Male","All","Count",8
"2012","Calendar Year","S01001965","All","Male","All","Count",4
"2008","Calendar Year","S01001965","All","Male","All","Count",8
"2009","Calendar Year","S01001965","All","Male","All","Count",2
"2001","Calendar Year","S01001965","All","Male","All","Count",7
"2013","Calendar Year","S01001965","All","Male","All","Count",4
"2012","Mid-Previous To Mid-Specified Year","S01001965","All","Female","All","Count",2
"2006","Mid-Previous To Mid-Specified Year","S01001965","All","Female","All","Count",3
"2006","Calendar Year","S01001965","All","Female","All","Count",4
"2011","Mid-Previous To Mid-Specified Year","S01001965","All","Female","All","Count",10
"2001","Calendar Year","S01001965","All","Female","All","Count",7
"2005","Mid-Previous To Mid-Specified Year","S01001965","All","Female","All","Count",7
"2007","Calendar Year","S01001965","All","Female","All","Count",4
"2013","Calendar Year","S01001965","All","Female","All","Count",5
"2010","Mid-Previous To Mid-Specified Year","S01001965","All","Female","All","Count",3
"2009","Calendar Year","S01001965","All","Female","All","Count",5
"2003","Calendar Year","S01001965","All","Female","All","Count",11
"2009","Mid-Previous To Mid-Specified Year","S01001965","All","Female","All","Count",11
"2012","Calendar Year","S01001965","All","Female","All","Count",3
"2002","Calendar Year","S01001965","All","Female","All","Count",7
"2004","Mid-Previous To Mid-Specified Year","S01001965","All","Female","All","Count",4
"2008","Mid-Previous To Mid-Specified Year","S01001965","All","Female","All","Count",4
"2014","Mid-Previous To Mid-Specified Year","S01001965","All","Female","All","Count",4
"2004","Calendar Year","S01001965","All","Female","All","Count",6
"2001","Mid-Previous To Mid-Specified Year","S01001965","All","Female","All","Count",11
"2010","Calendar Year","S01001965","All","Female","All","Count",7
"2002","Mid-Previous To Mid-Specified Year","S01001965","All","Female","All","Count",6
"2005","Calendar Year","S01001965","All","Female","All","Count",7
"2007","Mid-Previous To Mid-Specified Year","S01001965","All","Female","All","Count",6
"2008","Calendar Year","S01001965","All","Female","All","Count",10
"2003","Mid-Previous To Mid-Specified Year","S01001965","All","Female","All","Count",13
"2013","Mid-Previous To Mid-Specified Year","S01001965","All","Female","All","Count",6
"2011","Calendar Year","S01001965","All","Female","All","Count",5
"2007","Mid-Previous To Mid-Specified Year","S01001966","All","All","All","Count",5
"2013","Mid-Previous To Mid-Specified Year","S01001966","All","All","All","Count",12
"2001","Calendar Year","S01001966","All","All","All","Count",5
"2008","Calendar Year","S01001966","All","All","All","Count",9
"2003","Mid-Previous To Mid-Specified Year","S01001966","All","All","All","Count",10
"2010","Calendar Year","S01001966","All","All","All","Count",12
"2002","Mid-Previous To Mid-Specified Year","S01001966","All","All","All","Count",10
"2008","Mid-Previous To Mid-Specified Year","S01001966","All","All","All","Count",11
"2004","Calendar Year","S01001966","All","All","All","Count",8
"2006","Mid-Previous To Mid-Specified Year","S01001966","All","All","All","Count",6
"2002","Calendar Year","S01001966","All","All","All","Count",11
"2014","Mid-Previous To Mid-Specified Year","S01001966","All","All","All","Count",10
"2013","Calendar Year","S01001966","All","All","All","Count",9
"2004","Mid-Previous To Mid-Specified Year","S01001966","All","All","All","Count",9
"2009","Mid-Previous To Mid-Specified Year","S01001966","All","All","All","Count",9
"2007","Calendar Year","S01001966","All","All","All","Count",8
"2012","Calendar Year","S01001966","All","All","All","Count",15
"2010","Mid-Previous To Mid-Specified Year","S01001966","All","All","All","Count",13
"2005","Mid-Previous To Mid-Specified Year","S01001966","All","All","All","Count",8
"2009","Calendar Year","S01001966","All","All","All","Count",11
"2011","Calendar Year","S01001966","All","All","All","Count",11
"2011","Mid-Previous To Mid-Specified Year","S01001966","All","All","All","Count",13
"2003","Calendar Year","S01001966","All","All","All","Count",10
"2006","Calendar Year","S01001966","All","All","All","Count",6
"2012","Mid-Previous To Mid-Specified Year","S01001966","All","All","All","Count",10
"2005","Calendar Year","S01001966","All","All","All","Count",8
"2004","Mid-Previous To Mid-Specified Year","S01001966","All","Male","All","Count",7
"2005","Mid-Previous To Mid-Specified Year","S01001966","All","Male","All","Count",7
"2006","Mid-Previous To Mid-Specified Year","S01001966","All","Male","All","Count",5
"2007","Mid-Previous To Mid-Specified Year","S01001966","All","Male","All","Count",5
"2008","Mid-Previous To Mid-Specified Year","S01001966","All","Male","All","Count",4
"2009","Mid-Previous To Mid-Specified Year","S01001966","All","Male","All","Count",7
"2010","Mid-Previous To Mid-Specified Year","S01001966","All","Male","All","Count",7
"2011","Mid-Previous To Mid-Specified Year","S01001966","All","Male","All","Count",10
"2012","Mid-Previous To Mid-Specified Year","S01001966","All","Male","All","Count",4
"2013","Mid-Previous To Mid-Specified Year","S01001966","All","Male","All","Count",5
"2003","Mid-Previous To Mid-Specified Year","S01001966","All","Male","All","Count",5
"2002","Mid-Previous To Mid-Specified Year","S01001966","All","Male","All","Count",4
"2001","Mid-Previous To Mid-Specified Year","S01001966","All","Male","All","Count",6
"2014","Mid-Previous To Mid-Specified Year","S01001966","All","Male","All","Count",7
"2004","Calendar Year","S01001966","All","Male","All","Count",7
"2010","Calendar Year","S01001966","All","Male","All","Count",6
"2005","Calendar Year","S01001966","All","Male","All","Count",6
"2011","Calendar Year","S01001966","All","Male","All","Count",7
"2002","Calendar Year","S01001966","All","Male","All","Count",4
"2006","Calendar Year","S01001966","All","Male","All","Count",6
"2003","Calendar Year","S01001966","All","Male","All","Count",6
"2007","Calendar Year","S01001966","All","Male","All","Count",4
"2012","Calendar Year","S01001966","All","Male","All","Count",7
"2008","Calendar Year","S01001966","All","Male","All","Count",6
"2009","Calendar Year","S01001966","All","Male","All","Count",7
"2001","Calendar Year","S01001966","All","Male","All","Count",4
"2013","Calendar Year","S01001966","All","Male","All","Count",4
"2012","Mid-Previous To Mid-Specified Year","S01001966","All","Female","All","Count",6
"2006","Mid-Previous To Mid-Specified Year","S01001966","All","Female","All","Count",1
"2006","Calendar Year","S01001966","All","Female","All","Count",0
"2011","Mid-Previous To Mid-Specified Year","S01001966","All","Female","All","Count",3
"2001","Calendar Year","S01001966","All","Female","All","Count",1
"2005","Mid-Previous To Mid-Specified Year","S01001966","All","Female","All","Count",1
"2007","Calendar Year","S01001966","All","Female","All","Count",4
"2013","Calendar Year","S01001966","All","Female","All","Count",5
"2010","Mid-Previous To Mid-Specified Year","S01001966","All","Female","All","Count",6
"2009","Calendar Year","S01001966","All","Female","All","Count",4
"2003","Calendar Year","S01001966","All","Female","All","Count",4
"2009","Mid-Previous To Mid-Specified Year","S01001966","All","Female","All","Count",2
"2012","Calendar Year","S01001966","All","Female","All","Count",8
"2002","Calendar Year","S01001966","All","Female","All","Count",7
"2004","Mid-Previous To Mid-Specified Year","S01001966","All","Female","All","Count",2
"2008","Mid-Previous To Mid-Specified Year","S01001966","All","Female","All","Count",7
"2014","Mid-Previous To Mid-Specified Year","S01001966","All","Female","All","Count",3
"2004","Calendar Year","S01001966","All","Female","All","Count",1
"2001","Mid-Previous To Mid-Specified Year","S01001966","All","Female","All","Count",2
"2010","Calendar Year","S01001966","All","Female","All","Count",6
"2002","Mid-Previous To Mid-Specified Year","S01001966","All","Female","All","Count",6
"2005","Calendar Year","S01001966","All","Female","All","Count",2
"2007","Mid-Previous To Mid-Specified Year","S01001966","All","Female","All","Count",0
"2008","Calendar Year","S01001966","All","Female","All","Count",3
"2003","Mid-Previous To Mid-Specified Year","S01001966","All","Female","All","Count",5
"2013","Mid-Previous To Mid-Specified Year","S01001966","All","Female","All","Count",7
"2011","Calendar Year","S01001966","All","Female","All","Count",4
"2003","Calendar Year","S01001967","All","All","All","Count",2
"2007","Calendar Year","S01001967","All","All","All","Count",2
"2006","Calendar Year","S01001967","All","All","All","Count",0
"2012","Mid-Previous To Mid-Specified Year","S01001967","All","All","All","Count",2
"2005","Calendar Year","S01001967","All","All","All","Count",1
"2013","Calendar Year","S01001967","All","All","All","Count",2
"2012","Calendar Year","S01001967","All","All","All","Count",1
"2001","Calendar Year","S01001967","All","All","All","Count",1
"2005","Mid-Previous To Mid-Specified Year","S01001967","All","All","All","Count",1
"2014","Mid-Previous To Mid-Specified Year","S01001967","All","All","All","Count",0
"2006","Mid-Previous To Mid-Specified Year","S01001967","All","All","All","Count",1
"2004","Calendar Year","S01001967","All","All","All","Count",2
"2010","Mid-Previous To Mid-Specified Year","S01001967","All","All","All","Count",0
